team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
New Mexico,112.0,95.6,.8617,73.8,16.40,50.8,49.2,15.6,20.5,31.5,25.6,37.8,35.0,+2.7,.622,2025-03-16
Cincinnati,111.0,94.8,.8597,66.0,16.20,50.9,48.6,15.5,19.7,32.3,30.1,23.4,24.3,-1.0,.7119,2025-03-16
Vanderbilt,118.1,101.0,.8579,70.3,17.10,51.7,52.9,14.7,20.0,32.2,29.7,34.0,39.0,+1.6,.6933,2025-03-16
Texas,116.6,99.8,.8567,68.1,16.80,52.5,48.4,14.3,16.6,29.8,29.7,36.6,39.3,+0.15,.7132,2025-03-16
Arkansas,111.4,95.7,.8509,70.0,15.70,52.7,48.3,16.5,17.5,27.6,28.3,35.5,29.4,+1.4,.7278,2025-03-16
Colorado St.,114.9,99.0,.8481,66.8,15.90,55.8,48.5,17.4,16.7,26.4,25.3,31.8,33.6,+0.8,.6265,2025-03-16
Oklahoma,117.5,101.3,.8465,69.2,16.20,54.9,51.1,17.3,18.1,26.5,31.7,39.6,35.8,+2.2,.7187,2025-03-16
Utah St.,121.4,104.7,.8460,68.4,16.70,56.0,51.8,16.0,20.2,34.6,30.3,37.6,36.2,+2.3,.5966,2025-03-16
Boise St.,115.5,99.6,.8454,66.1,15.90,52.1,49.6,16.9,16.1,33.2,22.6,39.2,31.1,+0.00,.6123,2025-03-16
SMU,116.6,100.9,.8412,69.6,15.70,54.7,47.8,17.4,17.9,36.7,30.5,36.7,32.5,-0.48,.6195,2025-03-16
San Diego St.,108.8,94.1,.8411,66.6,14.70,50.6,45.3,16.8,19.7,29.4,30.9,32.1,37.2,+1.0,.6431,2025-03-16
Indiana,112.8,97.7,.8387,68.7,15.10,51.1,49.8,16.7,16.4,31.5,28.1,33.1,29.6,+0.9,.749,2025-03-16
Northwestern,112.9,97.9,.8377,65.7,15.00,49.8,49.9,14.9,19.8,31.2,30.1,31.3,36.6,-2.2,.7294,2025-03-16
Villanova,119.2,103.6,.8339,63.9,15.60,54.9,51.1,15.6,16.0,30.2,27.4,28.9,30.1,-2.9,.6454,2025-03-16
Santa Clara,115.5,100.4,.8335,69.7,15.10,55.5,49.5,17.0,16.9,32.8,26.9,28.9,31.9,-3.3,.5871,2025-03-16
UC San Diego,112.3,97.8,.8307,66.5,14.50,55.4,47.7,13.4,23.3,25.6,28.4,33.8,29.8,+0.9,.4159,2025-03-16
Drake,112.7,98.3,.8283,59.4,14.40,53.8,51.7,18.6,22.1,36.0,25.8,43.0,35.8,+2.7,.4992,2025-03-16
Liberty,112.5,98.3,.8251,66.1,14.20,58.4,45.9,15.3,16.9,18.9,28.0,30.9,26.3,-0.16,.4795,2025-03-16
McNeese St.,113.8,99.6,.8209,66.0,14.20,53.3,47.5,16.2,21.6,34.7,31.3,35.7,31.4,-0.40,.4709,2025-03-16
USC,116.4,102.0,.8200,69.0,14.40,54.6,52.4,17.8,17.8,28.2,30.9,36.4,34.9,-3.2,.7217,2025-03-16
Nebraska,112.1,98.2,.8196,68.3,13.90,51.5,50.9,16.2,17.6,26.8,28.8,36.0,27.0,-0.9,.7184,2025-03-16
Memphis,112.3,98.8,.8141,71.4,13.50,53.6,48.5,19.2,19.1,35.1,32.3,39.4,33.6,+5.0,.6327,2025-03-16
Penn St.,114.2,100.6,.8112,70.9,13.60,54.1,51.9,17.4,19.8,28.6,29.1,37.9,29.4,-3.2,.6562,2025-03-16
Kansas St.,109.8,97.2,.8038,67.7,12.60,50.6,49.0,17.7,18.1,29.4,31.7,27.6,28.6,-2.5,.7327,2025-03-16
San Francisco,111.0,98.2,.8036,68.5,12.80,53.0,48.7,17.0,18.2,29.0,28.1,35.0,35.9,+0.13,.5618,2025-03-16
Iowa,119.5,106.0,.7993,70.5,13.50,56.8,54.4,13.7,17.9,25.1,32.2,26.0,28.3,-1.9,.7086,2025-03-16
Arizona St.,112.4,100.0,.7938,69.1,12.40,51.4,50.5,17.5,16.0,25.2,30.4,35.9,31.2,-3.1,.7866,2025-03-16
Pittsburgh,114.7,102.3,.7878,67.2,12.40,52.2,51.1,14.8,18.3,29.0,29.9,34.2,32.8,-3.8,.6684,2025-03-16
Utah,112.0,100.3,.7818,69.5,11.70,51.7,48.7,18.1,15.7,34.9,28.4,37.0,33.4,-2.9,.6868,2025-03-16
Rutgers,115.6,103.8,.7755,69.4,11.80,50.6,52.8,15.4,17.4,30.8,32.2,36.2,30.5,-3.0,.7207,2025-03-16
North Texas,109.6,98.5,.7722,61.1,11.10,51.6,46.8,17.0,19.5,33.1,27.7,36.6,39.5,-1.7,.5117,2025-03-16
TCU,106.2,95.6,.7690,67.2,10.60,46.8,50.9,17.3,19.5,33.0,29.6,33.5,28.3,-1.7,.7495,2025-03-16
UCF,114.8,103.4,.7678,72.4,11.40,49.4,51.1,17.2,18.1,32.4,34.4,36.3,30.8,-2.0,.7357,2025-03-16
George Mason,105.3,95.1,.7633,65.4,10.20,51.5,45.0,20.0,18.9,32.1,29.1,41.7,31.5,-0.40,.502,2025-03-16
Wake Forest,107.1,97.0,.7567,67.9,10.10,49.4,47.2,16.7,19.7,26.8,31.5,36.1,31.5,+0.6,.6405,2025-03-16
South Carolina,109.5,99.4,.7521,66.1,10.10,48.9,51.5,18.4,15.6,30.4,27.3,43.3,30.4,-5.5,.7247,2025-03-16
Stanford,112.6,102.3,.7509,66.8,10.30,50.4,50.6,15.8,17.6,31.1,28.2,29.7,36.0,-2.7,.6114,2025-03-16
Dayton,115.0,104.6,.7491,66.5,10.40,52.6,50.4,15.5,17.7,29.6,28.8,37.9,30.7,-1.6,.5916,2025-03-16
Yale,114.1,103.8,.7468,68.0,10.30,54.8,48.8,14.4,16.1,33.2,25.8,32.0,28.7,-2.6,.4267,2025-03-16
Butler,115.3,105.0,.7460,68.1,10.30,53.0,49.4,16.4,11.5,26.4,29.3,37.3,20.4,-6.1,.704,2025-03-16
UC Irvine,105.5,96.4,.7379,69.4,9.10,51.6,46.2,18.3,17.9,28.5,25.9,36.3,21.9,+0.12,.482,2025-03-16
LSU,108.5,99.4,.7323,68.8,9.10,51.1,48.3,18.6,16.5,29.5,34.3,32.5,29.5,-3.9,.6954,2025-03-16
Colorado,108.3,99.2,.7320,68.3,9.10,50.6,49.5,21.0,16.4,28.9,28.3,36.3,34.8,-4.4,.7466,2025-03-16
Saint Joseph's,110.0,101.0,.7276,68.7,9.00,52.1,47.1,16.6,16.1,30.4,27.4,32.3,25.9,-4.8,.523,2025-03-16
Oregon St.,115.5,106.6,.7149,64.5,8.90,54.6,51.1,16.6,16.6,31.8,27.6,38.9,32.3,-4.2,.514,2025-03-16
Minnesota,109.7,101.3,.7145,63.4,8.40,49.9,50.1,16.6,16.3,30.2,30.6,31.5,33.0,-3.9,.7119,2025-03-16
Grand Canyon,107.9,99.7,.7142,72.2,8.20,51.2,47.0,18.4,20.6,32.5,28.6,43.9,32.2,-2.5,.4181,2025-03-16
Nevada,112.1,103.7,.7108,64.6,8.40,53.7,51.3,15.5,18.7,27.4,26.5,37.3,37.9,-6.5,.6129,2025-03-16
St. Bonaventure,106.9,98.9,.7102,65.0,8.00,50.2,49.7,16.0,18.7,28.0,26.9,30.9,24.4,-4.2,.5049,2025-03-16
High Point,117.5,108.8,.7095,67.2,8.70,56.4,49.1,15.3,16.5,34.0,29.9,37.6,36.3,-1.7,.3592,2025-03-16
Florida St.,108.2,100.2,.7070,70.4,8.00,50.7,48.5,17.4,19.1,29.7,31.8,39.4,37.5,-5.3,.6198,2025-03-16
Bradley,111.7,103.5,.7045,66.4,8.20,56.8,47.9,17.3,15.6,26.3,28.1,32.4,35.5,-1.6,.51,2025-03-16
Georgetown,106.7,99.4,.6939,68.9,7.30,50.4,49.4,17.1,19.6,31.6,28.9,25.8,29.3,-4.6,.6143,2025-03-16
Arkansas St.,109.4,101.9,.6931,70.3,7.50,49.3,45.7,15.0,17.1,33.9,30.6,34.2,37.6,-4.4,.4412,2025-03-16
Oklahoma St.,107.5,100.2,.6922,72.0,7.30,48.3,53.5,19.1,20.6,31.0,29.4,41.6,36.2,-3.4,.7153,2025-03-16
UNLV,107.4,100.3,.6878,66.5,7.10,49.7,49.3,16.2,17.8,27.3,29.8,35.8,32.0,-5.1,.6137,2025-03-16
Washington St.,112.8,105.4,.6843,71.4,7.40,56.7,51.3,20.4,17.3,31.3,33.4,32.4,32.6,-4.7,.5864,2025-03-16
Notre Dame,111.1,104.0,.6818,65.4,7.10,51.7,51.4,16.5,14.9,29.6,26.0,31.8,30.0,-7.1,.6377,2025-03-16
Lipscomb,110.0,103.1,.6770,66.9,6.90,55.9,48.6,14.4,15.9,24.0,26.5,31.4,22.3,-4.1,.3833,2025-03-16
Akron,113.4,106.3,.6764,71.9,7.10,55.4,49.5,16.6,17.2,33.3,29.0,26.8,33.7,-1.6,.395,2025-03-16
Georgia Tech,106.9,100.4,.6715,69.4,6.50,50.4,48.8,17.4,15.6,30.5,28.6,31.2,28.5,-5.2,.6067,2025-03-16
Troy,106.6,100.5,.6644,66.9,6.10,50.1,47.2,19.9,19.8,38.6,32.0,37.8,29.3,-4.1,.424,2025-03-16
Virginia,110.1,103.8,.6612,61.7,6.30,52.7,50.8,16.4,15.7,22.4,29.7,26.4,28.8,-5.7,.6443,2025-03-16
UAB,116.6,110.2,.6560,69.8,6.40,50.7,51.6,13.9,15.5,38.8,30.7,31.6,29.2,-6.1,.4945,2025-03-16
Providence,110.6,104.6,.6538,66.9,6.00,52.1,49.5,19.0,13.8,33.2,28.7,29.6,32.8,-8.5,.6761,2025-03-16
Northern Iowa,109.5,104.1,.6428,65.7,5.40,55.5,51.5,15.9,17.4,25.6,25.2,35.2,28.3,-6.2,.5146,2025-03-16
Washington,108.9,103.5,.6409,68.4,5.40,50.6,53.0,17.5,16.7,27.5,28.5,34.5,36.2,-4.9,.7045,2025-03-16
St. Thomas,114.3,108.7,.6401,68.6,5.60,57.8,52.5,13.7,18.5,21.5,31.2,34.0,35.9,-5.2,.3993,2025-03-16
North Dakota St.,116.3,110.7,.6396,65.8,5.60,58.2,51.4,15.6,11.1,26.2,29.0,32.6,27.1,-6.4,.4002,2025-03-16
N.C. State,107.9,102.7,.6374,65.9,5.20,48.3,51.0,14.4,18.6,28.8,32.5,32.3,32.2,-8.9,.6215,2025-03-16
DePaul,109.4,104.2,.6366,67.8,5.20,52.7,51.4,17.9,15.5,27.2,28.7,27.4,28.9,-7.4,.6423,2025-03-16
Loyola Chicago,107.1,102.1,.6350,67.6,5.00,52.6,49.0,17.6,17.9,29.9,27.5,31.7,33.2,-4.7,.5049,2025-03-16
New Mexico St.,104.9,100.1,.6322,65.5,4.80,46.2,46.9,15.6,15.0,32.5,27.7,34.5,39.2,-8.4,.4946,2025-03-16
Florida Atlantic,112.1,107.1,.6279,69.7,5.00,53.2,49.6,16.3,16.0,30.7,31.6,33.2,33.3,-7.8,.5293,2025-03-16
Middle Tennessee,108.7,103.9,.6273,69.0,4.80,50.8,48.5,16.6,16.1,30.7,29.0,32.3,31.0,-4.1,.5263,2025-03-16
UNC Wilmington,111.8,107.0,.6252,65.9,4.80,52.2,50.9,16.0,17.4,35.4,28.1,37.8,30.3,-3.2,.3788,2025-03-16
Saint Louis,108.6,104.1,.6183,67.9,4.50,56.3,48.6,18.6,14.4,23.6,28.0,29.8,24.3,-6.5,.5481,2025-03-16
Syracuse,110.0,105.6,.6157,68.9,4.40,51.0,52.9,17.9,14.0,31.4,26.1,33.1,33.0,-7.8,.6539,2025-03-16
Utah Valley,106.1,102.0,.6100,68.7,4.10,50.8,47.4,17.3,16.9,31.1,26.6,41.8,31.8,-3.1,.4251,2025-03-16
George Washington,107.1,103.1,.6093,67.6,4.00,50.6,48.4,18.2,19.4,32.1,32.7,40.8,26.7,-6.6,.4552,2025-03-16
South Dakota St.,110.1,106.0,.6079,69.8,4.10,53.6,50.9,17.6,12.7,33.6,21.4,31.2,29.9,-6.1,.4382,2025-03-16
Northern Colorado,111.6,107.4,.6072,69.4,4.20,57.3,52.1,15.7,15.5,25.2,22.2,33.4,35.4,-4.1,.39,2025-03-16
North Alabama,111.0,107.0,.6053,67.2,4.00,51.7,50.5,12.5,16.8,33.5,29.0,30.8,27.6,-5.8,.3454,2025-03-16
Illinois St.,112.8,108.7,.6042,66.3,4.10,56.0,53.8,15.8,16.7,24.6,24.9,30.7,31.4,-7.7,.4923,2025-03-16
California,110.2,106.4,.6000,68.2,3.80,47.8,53.0,16.6,16.3,34.7,28.8,38.9,32.8,-8.2,.6285,2025-03-16
Kent St.,104.6,100.9,.5996,66.5,3.70,48.7,48.4,17.3,18.9,35.7,28.3,30.0,39.2,-5.7,.427,2025-03-16
South Alabama,106.4,102.9,.5946,63.8,3.50,50.8,48.5,14.6,20.6,28.3,32.2,33.6,24.4,-6.2,.3912,2025-03-16
Cornell,114.5,110.9,.5919,71.4,3.60,58.7,52.2,16.8,15.3,25.5,28.9,28.6,31.3,-7.1,.397,2025-03-16
Samford,111.2,107.8,.5884,71.6,3.40,54.6,53.2,18.3,21.8,34.6,33.5,29.3,41.8,-4.8,.4104,2025-03-16
Belmont,112.1,108.8,.5846,71.3,3.30,54.8,53.7,15.9,17.6,27.2,29.4,26.1,27.0,-5.0,.4933,2025-03-16
Kennesaw St.,106.6,103.8,.5756,70.8,2.80,49.3,48.3,19.7,15.1,32.5,27.4,38.8,42.6,-7.2,.5198,2025-03-16
Duquesne,105.8,103.1,.5742,65.8,2.70,50.0,50.2,18.3,20.0,32.9,30.7,30.0,39.5,-13.0,.5184,2025-03-16
Davidson,109.9,107.2,.5692,66.4,2.70,52.4,52.3,14.6,15.4,24.4,26.9,29.2,28.1,-9.2,.4912,2025-03-16
UTEP,106.2,103.7,.5682,69.2,2.50,49.3,52.4,16.6,22.0,25.4,32.4,37.0,40.0,-8.4,.5001,2025-03-16
Louisiana Tech,107.9,105.4,.5676,65.1,2.50,52.5,47.8,18.9,14.7,29.3,28.7,35.0,32.0,-6.4,.4739,2025-03-16
Cal St. Northridge,106.8,104.4,.5650,72.9,2.40,51.8,49.9,18.9,20.5,35.4,24.1,35.8,45.1,-5.0,.4063,2025-03-16
Jacksonville St.,108.3,106.0,.5620,65.4,2.30,49.6,49.4,15.7,13.3,30.9,26.5,32.2,28.0,-5.5,.5011,2025-03-16
Chattanooga,113.4,111.1,.5570,67.3,2.30,56.5,51.2,15.4,16.2,25.8,29.9,31.5,33.8,-4.0,.429,2025-03-16
Texas A&M Corpus Chris,107.1,105.0,.5561,68.2,2.10,52.8,49.9,17.8,18.3,31.9,30.7,36.7,40.4,-8.0,.3903,2025-03-16
Nebraska Omaha,111.1,109.0,.5553,68.5,2.10,53.5,53.1,15.7,14.9,29.2,25.4,36.4,37.7,-6.4,.438,2025-03-16
Wichita St.,106.2,104.2,.5545,69.4,2.00,48.7,49.9,16.4,15.7,31.9,28.4,35.2,28.3,-7.3,.5193,2025-03-16
Tulane,107.7,105.7,.5533,67.4,2.00,52.1,48.4,15.9,17.4,27.2,32.4,35.1,32.8,-8.6,.4534,2025-03-16
Furman,108.9,107.0,.5499,66.6,1.90,53.6,49.2,17.0,16.5,30.0,31.0,35.4,29.0,-4.3,.4012,2025-03-16
Seattle,103.8,102.1,.5457,66.7,1.70,46.5,51.2,17.0,20.9,29.9,27.0,42.3,36.7,-12.1,.4547,2025-03-16
Montana,110.8,109.2,.5415,67.8,1.60,56.4,52.2,16.2,15.5,22.6,29.0,36.2,31.9,-3.0,.4246,2025-03-16
Wofford,111.1,109.6,.5391,64.7,1.50,53.3,51.8,16.9,14.9,35.5,26.2,31.1,36.2,-9.6,.4304,2025-03-16
Miami OH,108.1,106.7,.5370,69.6,1.40,55.4,51.3,17.4,19.1,27.5,29.0,28.1,33.3,-4.3,.3653,2025-03-16
Virginia Tech,106.6,105.3,.5342,65.8,1.30,51.2,52.3,20.1,16.2,31.0,29.2,30.8,31.8,-9.3,.6312,2025-03-16
Loyola Marymount,103.9,102.8,.5307,67.8,1.10,50.2,48.5,15.2,15.7,22.8,30.9,29.0,28.9,-6.9,.5381,2025-03-16
Milwaukee,106.4,105.7,.5208,69.4,0.70,51.4,51.5,19.4,18.3,39.8,26.6,38.0,32.4,-6.7,.3964,2025-03-16
Western Kentucky,103.1,102.5,.5182,72.5,0.60,47.9,47.4,15.5,17.0,23.5,28.1,32.1,40.6,-8.2,.5167,2025-03-16
Murray St.,105.5,104.8,.5175,65.4,0.70,49.3,51.2,16.9,17.3,29.1,26.4,41.2,35.5,-10.1,.5192,2025-03-16
James Madison,110.0,109.4,.5167,65.7,0.60,50.7,50.9,15.8,15.6,32.0,30.5,30.4,33.4,-7.3,.4285,2025-03-16
Appalachian St.,101.1,100.6,.5158,63.9,0.50,49.6,46.1,16.9,14.8,27.6,29.6,35.1,22.2,-9.3,.3986,2025-03-16
UC Santa Barbara,108.0,107.6,.5129,66.0,0.40,54.6,48.9,18.2,17.2,27.5,29.2,29.7,32.0,-8.1,.3921,2025-03-16
Bryant,106.0,105.5,.5121,73.1,0.50,51.0,47.7,16.5,16.4,34.2,28.8,30.4,30.0,-7.0,.3335,2025-03-16
Nicholls St.,106.1,105.6,.5118,68.8,0.50,48.1,48.1,15.3,16.7,30.6,31.5,33.1,35.9,-7.0,.4314,2025-03-16
Charleston,105.2,104.8,.5117,71.0,0.40,52.4,50.1,16.2,16.4,26.5,28.3,34.6,26.5,-4.5,.4158,2025-03-16
San Jose St.,107.2,106.8,.5112,67.0,0.40,50.6,51.9,17.4,16.6,26.9,32.2,31.5,28.6,-10.3,.5488,2025-03-16
Rhode Island,107.2,106.8,.5105,71.1,0.40,52.8,49.3,17.9,16.0,28.3,28.6,41.1,30.8,-7.9,.4664,2025-03-16
Temple,109.9,109.6,.5078,69.5,0.30,49.9,50.6,15.7,15.1,32.0,31.2,45.2,36.4,-9.5,.4701,2025-03-16
Purdue Fort Wayne,109.1,108.8,.5076,70.3,0.30,54.7,53.3,13.8,20.1,22.0,32.8,29.1,30.0,-8.2,.3903,2025-03-16
Robert Morris,105.0,104.8,.5042,68.7,0.20,51.3,50.3,18.5,18.8,35.3,28.3,38.4,30.0,-4.0,.3709,2025-03-16
Lamar,102.2,102.1,.5021,66.0,0.10,47.2,47.6,19.0,17.7,35.5,31.8,29.0,34.8,-6.9,.4342,2025-03-16
Cal Baptist,105.8,105.7,.5009,66.5,0.10,48.3,50.1,17.7,18.1,33.3,29.6,29.7,33.4,-9.7,.4513,2025-03-16
UC Riverside,108.8,108.8,.5000,67.8,0.00,49.5,51.4,15.8,15.8,32.2,28.9,28.7,33.4,-4.7,.4818,2025-03-16
Radford,109.4,109.4,.4990,63.7,0.00,51.1,51.0,17.7,16.5,33.8,30.0,41.3,37.0,-7.2,.4044,2025-03-16
Sam Houston St.,110.7,110.9,.4941,68.5,-0.20,51.0,53.1,18.3,17.2,30.3,32.2,36.3,33.2,-11.7,.5233,2025-03-16
UNC Greensboro,105.3,106.0,.4829,64.4,-0.70,50.7,47.8,15.3,16.4,31.1,30.1,29.8,34.0,-7.5,.3754,2025-03-16
Illinois Chicago,106.9,107.7,.4795,69.8,-0.80,51.1,51.6,17.5,15.8,30.0,27.9,35.1,31.6,-8.0,.4856,2025-03-16
East Tennessee St.,105.1,105.9,.4791,65.8,-0.80,50.3,50.3,16.1,18.9,35.7,29.8,33.2,34.3,-9.1,.368,2025-03-16
Cleveland St.,102.6,103.5,.4747,66.2,-0.90,49.3,50.6,18.3,22.3,34.5,34.1,31.0,38.1,-7.4,.377,2025-03-16
Marshall,105.2,106.2,.4721,69.4,-1.00,49.9,49.3,16.5,16.8,33.0,29.6,34.8,40.9,-8.6,.3795,2025-03-16
Ohio,106.7,107.8,.4710,71.0,-1.10,53.4,52.3,14.9,17.8,23.9,29.0,33.5,36.4,-11.6,.4023,2025-03-16
Florida Gulf Coast,106.8,108.0,.4702,65.9,-1.20,53.9,50.5,16.2,14.3,30.0,26.5,23.1,29.5,-9.3,.3873,2025-03-16
Towson,105.2,106.5,.4634,64.3,-1.30,47.9,50.8,14.5,17.3,35.3,28.0,28.4,30.7,-5.8,.428,2025-03-16
Southern Illinois,105.9,107.4,.4584,68.6,-1.50,51.6,52.6,18.3,15.2,30.3,28.0,34.2,33.7,-12.5,.5026,2025-03-16
Boston College,105.3,106.8,.4576,67.4,-1.50,48.9,51.9,17.3,15.5,28.8,30.0,31.5,37.1,-10.0,.6033,2025-03-16
Miami FL,113.2,114.9,.4573,68.2,-1.70,51.9,57.4,16.0,15.0,28.2,30.8,26.4,28.8,-13.5,.6354,2025-03-16
Winthrop,106.9,108.6,.4539,73.4,-1.70,53.3,51.4,17.7,18.7,31.2,31.5,47.7,37.1,-6.2,.3661,2025-03-16
Rice,105.7,107.5,.4516,66.1,-1.80,48.6,47.8,17.8,14.0,33.7,29.6,43.3,35.9,-13.0,.4357,2025-03-16
Oakland,106.2,108.0,.4515,64.3,-1.80,50.1,51.4,18.0,16.2,34.1,32.6,31.7,27.8,-10.8,.4644,2025-03-16
Montana St.,104.8,106.7,.4497,66.7,-1.90,52.8,48.8,15.1,15.3,20.7,29.4,31.9,31.9,-11.9,.4401,2025-03-16
Wyoming,103.2,105.0,.4493,65.3,-1.80,50.3,51.0,19.9,15.8,30.0,27.2,30.4,41.1,-10.9,.5675,2025-03-16
Eastern Kentucky,109.0,111.2,.4445,68.3,-2.20,49.7,52.6,13.8,17.8,32.4,33.2,26.0,31.8,-8.8,.3824,2025-03-16
East Carolina,106.1,108.2,.4426,67.2,-2.10,48.4,51.7,15.6,17.4,33.8,31.2,35.2,31.6,-8.9,.448,2025-03-16
Norfolk St.,106.6,108.8,.4424,67.1,-2.20,52.4,49.7,18.3,18.6,32.8,33.8,39.0,34.9,-5.3,.3327,2025-03-16
